"No.","Time","Source","Destination","Protocol","Length","Info"
"192","522.471812","192.168.0.114","224.0.0.251","MDNS","136","Standard query 0x0002 PTR _%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"193","524.419468","192.168.0.125","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"194","526.362956","192.168.0.125","239.255.255.250","SSDP","164","M-SEARCH * HTTP/1.1 "
"195","538.137804","192.168.0.125","224.0.0.251","MDNS","136","Standard query 0x0017 PTR _%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"196","545.409748","192.168.0.125","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"197","547.456078","192.168.0.125","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"198","558.104788","192.168.0.125","224.0.0.251","MDNS","136","Standard query 0x0018 PTR _%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"199","563.326284","192.168.0.114","224.0.0.251","MDNS","136","Standard query 0x0005 PTR _%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"200","564.453357","192.168.0.125","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"201","564.455157","192.168.0.125","239.255.255.250","SSDP","164","M-SEARCH * HTTP/1.1 "
"202","566.502255","192.168.0.125","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"203","566.504065","192.168.0.125","239.255.255.250","SSDP","164","M-SEARCH * HTTP/1.1 "
"204","572.439280","192.168.0.114","224.0.0.251","MDNS","136","Standard query 0x0001 PTR _%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local, ""QU"" question PTR _googlecast._tcp.local, ""QU"" question"
"205","572.440842","192.168.0.114","224.0.0.251","MDNS","136","Standard query 0x0001 PTR _%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local, ""QU"" question PTR _googlecast._tcp.local, ""QU"" question"
"206","573.668321","192.168.0.114","224.0.0.251","MDNS","136","Standard query 0x0002 PTR _%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"207","574.589891","192.168.0.114","224.0.0.251","MDNS","136","Standard query 0x0003 PTR _%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"208","578.179539","192.168.0.125","224.0.0.251","MDNS","136","Standard query 0x0019 PTR _%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"209","585.448177","192.168.0.125","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"210","587.491653","192.168.0.125","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"211","587.493431","192.168.0.125","239.255.255.250","SSDP","164","M-SEARCH * HTTP/1.1 "
"212","606.536229","192.168.0.125","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"213","606.538064","192.168.0.125","239.255.255.250","SSDP","164","M-SEARCH * HTTP/1.1 "
"214","608.481679","192.168.0.125","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"215","608.484040","192.168.0.125","239.255.255.250","SSDP","164","M-SEARCH * HTTP/1.1 "
"216","610.535123","192.168.0.125","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"217","610.536912","192.168.0.125","239.255.255.250","SSDP","164","M-SEARCH * HTTP/1.1 "
"218","614.010659","192.168.0.114","224.0.0.251","MDNS","136","Standard query 0x0003 PTR _%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"219","623.225999","192.168.0.114","224.0.0.251","MDNS","136","Standard query 0x0001 PTR _%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local, ""QU"" question PTR _googlecast._tcp.local, ""QU"" question"
"220","625.172105","192.168.0.114","224.0.0.251","MDNS","136","Standard query 0x0002 PTR _%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"221","626.195423","192.168.0.114","224.0.0.251","MDNS","136","Standard query 0x0003 PTR _%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"222","627.529295","192.168.0.125","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"223","627.531099","192.168.0.125","239.255.255.250","SSDP","164","M-SEARCH * HTTP/1.1 "
"224","629.574664","192.168.0.125","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"225","631.523489","192.168.0.125","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"226","631.525347","192.168.0.125","239.255.255.250","SSDP","164","M-SEARCH * HTTP/1.1 "
"227","641.656801","192.168.0.148","224.0.0.22","IGMPv3","54","Membership Report / Join group 239.255.255.250 for any sources"
"228","648.519331","192.168.0.125","239.255.255.250","SSDP","164","M-SEARCH * HTTP/1.1 "
"229","658.159024","192.168.0.125","224.0.0.251","MDNS","136","Standard query 0x001d PTR _%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"230","675.332843","192.168.0.78","200.42.4.207","DNS","100","Standard query 0x17ae AAAA connectivity-check.ubuntu.com OPT"
"231","675.412214","200.42.4.207","192.168.0.78","DNS","161","Standard query response 0x17ae AAAA connectivity-check.ubuntu.com SOA ns1.canonical.com OPT"
"232","675.415259","192.168.0.78","200.42.4.207","DNS","100","Standard query 0x87e4 AAAA connectivity-check.ubuntu.com OPT"
"233","675.835896","200.42.4.207","192.168.0.78","DNS","161","Standard query response 0x87e4 AAAA connectivity-check.ubuntu.com SOA ns1.canonical.com OPT"
"234","680.383036","AzureWav_5b:51:4b","MS-NLB-PhysServer-16_18:93:cd:5c","ARP","42","Who has 192.168.0.1? Tell 192.168.0.78"
"235","680.565861","MS-NLB-PhysServer-16_18:93:cd:5c","AzureWav_5b:51:4b","ARP","60","Who has 192.168.0.78? Tell 192.168.0.1"
"236","680.565934","AzureWav_5b:51:4b","MS-NLB-PhysServer-16_18:93:cd:5c","ARP","42","192.168.0.78 is at 28:c2:dd:5b:51:4b"
"237","680.640288","MS-NLB-PhysServer-16_18:93:cd:5c","AzureWav_5b:51:4b","ARP","60","192.168.0.1 is at 02:10:18:93:cd:5c"
"238","690.622941","192.168.0.125","239.255.255.250","SSDP","164","M-SEARCH * HTTP/1.1 "
"239","702.085540","192.168.0.78","200.42.4.207","DNS","90","Standard query 0x89af A default.exp-tas.com OPT"
"240","702.085947","192.168.0.78","200.42.4.207","DNS","90","Standard query 0x1d03 AAAA default.exp-tas.com OPT"
"241","707.091089","192.168.0.78","200.49.130.44","DNS","90","Standard query 0x1d03 AAAA default.exp-tas.com OPT"
"242","707.091280","192.168.0.78","200.42.4.207","DNS","90","Standard query 0x89af A default.exp-tas.com OPT"
"243","707.196070","200.49.130.44","192.168.0.78","DNS","213","Standard query response 0x1d03 AAAA default.exp-tas.com CNAME deault-exp-tas-com.e-0014.e-msedge.net CNAME e-0014.e-msedge.net SOA ns1.e-msedge.net OPT"
"244","707.197274","192.168.0.78","200.42.4.207","DNS","90","Standard query 0x4701 AAAA e-0014.e-msedge.net OPT"
"245","707.246675","200.42.4.207","192.168.0.78","DNS","172","Standard query response 0x89af A default.exp-tas.com CNAME deault-exp-tas-com.e-0014.e-msedge.net CNAME e-0014.e-msedge.net A 13.107.5.93 OPT"
"246","707.263054","AzureWav_5b:51:4b","MS-NLB-PhysServer-16_18:93:cd:5c","ARP","42","Who has 192.168.0.1? Tell 192.168.0.78"
"247","707.382240","MS-NLB-PhysServer-16_18:93:cd:5c","AzureWav_5b:51:4b","ARP","60","192.168.0.1 is at 02:10:18:93:cd:5c"
"248","707.404062","200.42.4.207","192.168.0.78","DNS","150","Standard query response 0x4701 AAAA e-0014.e-msedge.net SOA ns1.e-msedge.net OPT"
"249","707.405831","192.168.0.78","13.107.5.93","TCP","74","38072  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1623604757 TSecr=0 WS=128"
"250","707.406226","192.168.0.78","13.107.5.93","TCP","74","38074  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1623604757 TSecr=0 WS=128"
"251","707.407289","192.168.0.78","200.42.4.207","DNS","90","Standard query 0x3b44 AAAA e-0014.e-msedge.net OPT"
"252","707.509857","13.107.5.93","192.168.0.78","TCP","66","443  >  38072 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM=1"
"253","707.509990","192.168.0.78","13.107.5.93","TCP","54","38072  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0"
"254","707.511138","192.168.0.78","13.107.5.93","TLSv1.2","572","Client Hello"
"255","707.601643","13.107.5.93","192.168.0.78","TCP","66","443  >  38074 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM=1"
"256","707.601780","192.168.0.78","13.107.5.93","TCP","54","38074  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0"
"257","707.602913","192.168.0.78","13.107.5.93","TLSv1.2","572","Client Hello"
"258","707.662742","200.42.4.207","192.168.0.78","DNS","150","Standard query response 0x3b44 AAAA e-0014.e-msedge.net SOA ns1.e-msedge.net OPT"
"259","707.663747","192.168.0.78","13.107.5.93","TCP","74","38076  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1623605014 TSecr=0 WS=128"
"260","707.839060","192.168.0.78","13.107.5.93","TCP","572","[TCP Retransmission] 38072  >  443 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=518"
"261","707.887045","13.107.5.93","192.168.0.78","TCP","60","443  >  38072 [ACK] Seq=1 Ack=519 Win=525056 Len=0"
"262","707.939164","13.107.5.93","192.168.0.78","TCP","1514","443  >  38072 [ACK] Seq=1 Ack=519 Win=525056 Len=1460 [TCP segment of a reassembled PDU]"
"263","707.939248","192.168.0.78","13.107.5.93","TCP","54","38072  >  443 [ACK] Seq=519 Ack=1461 Win=64128 Len=0"
"264","708.037054","13.107.5.93","192.168.0.78","TCP","1514","443  >  38072 [ACK] Seq=1461 Ack=519 Win=525056 Len=1460 [TCP segment of a reassembled PDU]"
"265","708.037133","192.168.0.78","13.107.5.93","TCP","54","38072  >  443 [ACK] Seq=519 Ack=2921 Win=64128 Len=0"
"266","708.065622","13.107.5.93","192.168.0.78","TLSv1.2","1261","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"267","708.065703","192.168.0.78","13.107.5.93","TCP","54","38072  >  443 [ACK] Seq=519 Ack=4128 Win=64128 Len=0"
"268","708.073785","192.168.0.78","13.107.5.93","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"269","708.079799","13.107.5.93","192.168.0.78","TCP","60","443  >  38074 [ACK] Seq=1 Ack=519 Win=525056 Len=0"
"270","708.137397","13.107.5.93","192.168.0.78","TCP","1514","443  >  38074 [ACK] Seq=1 Ack=519 Win=525056 Len=1460 [TCP segment of a reassembled PDU]"
"271","708.137478","192.168.0.78","13.107.5.93","TCP","54","38074  >  443 [ACK] Seq=519 Ack=1461 Win=64128 Len=0"
"272","708.233421","13.107.5.93","192.168.0.78","TCP","1514","443  >  38074 [ACK] Seq=1461 Ack=519 Win=525056 Len=1460 [TCP segment of a reassembled PDU]"
"273","708.233524","192.168.0.78","13.107.5.93","TCP","54","38074  >  443 [ACK] Seq=519 Ack=2921 Win=64128 Len=0"
"274","708.310433","13.107.5.93","192.168.0.78","TLSv1.2","1261","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"275","708.310513","192.168.0.78","13.107.5.93","TCP","54","38074  >  443 [ACK] Seq=519 Ack=4128 Win=64128 Len=0"
"276","708.318637","192.168.0.78","13.107.5.93","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"277","708.326250","13.107.5.93","192.168.0.78","TCP","66","443  >  38076 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM=1"
"278","708.326375","192.168.0.78","13.107.5.93","TCP","54","38076  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0"
"279","708.327210","192.168.0.78","13.107.5.93","TLSv1.2","572","Client Hello"
"280","708.390689","13.107.5.93","192.168.0.78","TCP","1514","[TCP Spurious Retransmission] 443  >  38072 [PSH, ACK] Seq=2668 Ack=519 Win=525056 Len=1460[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
"281","708.390778","192.168.0.78","13.107.5.93","TCP","66","[TCP Dup ACK 267#1] 38072  >  443 [ACK] Seq=677 Ack=4128 Win=64128 Len=0 SLE=2668 SRE=4128"
"282","708.423068","192.168.0.78","13.107.5.93","TCP","212","[TCP Retransmission] 38072  >  443 [PSH, ACK] Seq=519 Ack=4128 Win=64128 Len=158"
"283","708.566532","13.107.5.93","192.168.0.78","TCP","1514","[TCP Spurious Retransmission] 443  >  38074 [PSH, ACK] Seq=2668 Ack=519 Win=525056 Len=1460[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
"284","708.566634","192.168.0.78","13.107.5.93","TCP","66","[TCP Dup ACK 275#1] 38074  >  443 [ACK] Seq=677 Ack=4128 Win=64128 Len=0 SLE=2668 SRE=4128"
"285","708.625472","13.107.5.93","192.168.0.78","TCP","66","[TCP Dup ACK 261#1] 443  >  38072 [ACK] Seq=4128 Ack=519 Win=525056 Len=0 SLE=1 SRE=519"
"286","708.656703","13.107.5.93","192.168.0.78","TCP","66","[TCP Out-Of-Order] 443  >  38076 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM=1"
"287","708.656801","192.168.0.78","13.107.5.93","TCP","54","[TCP Dup ACK 278#1] 38076  >  443 [ACK] Seq=519 Ack=1 Win=64256 Len=0"
"288","708.759612","13.107.5.93","192.168.0.78","TCP","60","443  >  38072 [ACK] Seq=4128 Ack=677 Win=524800 Len=0"
"289","708.839891","13.107.5.93","192.168.0.78","TLSv1.2","380","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"290","708.839999","192.168.0.78","13.107.5.93","TCP","54","38072  >  443 [ACK] Seq=677 Ack=4454 Win=64128 Len=0"
"291","708.842841","192.168.0.78","13.107.5.93","TLSv1.2","558","Application Data"
"292","708.991068","192.168.0.78","13.107.5.93","TCP","212","[TCP Retransmission] 38074  >  443 [PSH, ACK] Seq=519 Ack=4128 Win=64128 Len=158"
"293","709.128988","13.107.5.93","192.168.0.78","TCP","60","443  >  38074 [ACK] Seq=4128 Ack=677 Win=524800 Len=0"
"294","709.151624","13.107.5.93","192.168.0.78","TLSv1.2","380","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"295","709.151724","192.168.0.78","13.107.5.93","TCP","54","38074  >  443 [ACK] Seq=677 Ack=4454 Win=64128 Len=0"
"296","709.154490","192.168.0.78","13.107.5.93","TLSv1.2","556","Application Data"
"297","709.170014","13.107.5.93","192.168.0.78","TCP","60","443  >  38076 [ACK] Seq=1 Ack=519 Win=262144 Len=0"
"298","709.224118","13.107.5.93","192.168.0.78","TLSv1.2","199","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"299","709.224190","192.168.0.78","13.107.5.93","TCP","54","38076  >  443 [ACK] Seq=519 Ack=146 Win=64128 Len=0"
"300","709.224835","192.168.0.78","13.107.5.93","TLSv1.2","607","Change Cipher Spec, Encrypted Handshake Message, Application Data"
"301","709.279066","192.168.0.78","13.107.5.93","TCP","558","[TCP Retransmission] 38072  >  443 [PSH, ACK] Seq=677 Ack=4454 Win=64128 Len=504"
"302","709.282113","13.107.5.93","192.168.0.78","TCP","66","[TCP Dup ACK 288#1] 443  >  38072 [ACK] Seq=4454 Ack=677 Win=524800 Len=0 SLE=519 SRE=677"
"303","709.408795","13.107.5.93","192.168.0.78","TLSv1.2","380","[TCP Spurious Retransmission] , Encrypted Handshake Message, Change Cipher Spec, Encrypted Handshake Message"
"304","709.408892","192.168.0.78","13.107.5.93","TCP","66","[TCP Dup ACK 290#1] 38072  >  443 [ACK] Seq=1181 Ack=4454 Win=64128 Len=0 SLE=4128 SRE=4454"
"305","709.566712","13.107.5.93","192.168.0.78","TCP","60","443  >  38072 [ACK] Seq=4454 Ack=1181 Win=524288 Len=0"
"306","709.629975","13.107.5.93","192.168.0.78","TCP","66","[TCP Dup ACK 293#1] 443  >  38074 [ACK] Seq=4454 Ack=677 Win=524800 Len=0 SLE=519 SRE=677"
"307","709.657629","13.107.5.93","192.168.0.78","TCP","60","443  >  38074 [ACK] Seq=4454 Ack=1179 Win=524288 Len=0"
"308","709.736831","13.107.5.93","192.168.0.78","TCP","60","443  >  38076 [ACK] Seq=146 Ack=1072 Win=261632 Len=0"
"309","709.784634","13.107.5.93","192.168.0.78","TCP","1514","443  >  38072 [ACK] Seq=4454 Ack=1181 Win=524288 Len=1460 [TCP segment of a reassembled PDU]"
"310","709.784719","192.168.0.78","13.107.5.93","TCP","54","38072  >  443 [ACK] Seq=1181 Ack=5914 Win=64128 Len=0"
"311","709.815766","13.107.5.93","192.168.0.78","TCP","1514","443  >  38072 [ACK] Seq=5914 Ack=1181 Win=524288 Len=1460 [TCP segment of a reassembled PDU]"
"312","709.815849","192.168.0.78","13.107.5.93","TCP","54","38072  >  443 [ACK] Seq=1181 Ack=7374 Win=64128 Len=0"
"313","709.837225","13.107.5.93","192.168.0.78","TLSv1.2","60","Application Data"
"314","709.837312","192.168.0.78","13.107.5.93","TCP","54","38072  >  443 [ACK] Seq=1181 Ack=7380 Win=64128 Len=0"
"315","709.861663","13.107.5.93","192.168.0.78","TLSv1.2","88","Application Data"
"316","709.862811","192.168.0.78","13.107.5.93","TLSv1.2","85","Encrypted Alert"
"317","709.863553","192.168.0.78","13.107.5.93","TCP","54","38072  >  443 [FIN, ACK] Seq=1212 Ack=7415 Win=64128 Len=0"
"318","709.890273","13.107.5.93","192.168.0.78","TCP","1514","443  >  38074 [ACK] Seq=4454 Ack=1179 Win=524288 Len=1460 [TCP segment of a reassembled PDU]"
"319","709.890388","192.168.0.78","13.107.5.93","TCP","54","38074  >  443 [ACK] Seq=1179 Ack=5914 Win=64128 Len=0"
"320","709.919760","13.107.5.93","192.168.0.78","TLSv1.2","862","Application Data"
"321","709.919847","192.168.0.78","13.107.5.93","TCP","54","38074  >  443 [ACK] Seq=1179 Ack=6722 Win=64128 Len=0"
"322","709.945176","13.107.5.93","192.168.0.78","TLSv1.2","984","Application Data"
"323","709.945261","192.168.0.78","13.107.5.93","TCP","54","38074  >  443 [ACK] Seq=1179 Ack=7652 Win=64128 Len=0"
"324","709.950672","13.107.5.93","192.168.0.78","TLSv1.2","88","Application Data"
"325","709.951782","192.168.0.78","13.107.5.93","TLSv1.2","85","Encrypted Alert"
"326","709.952352","192.168.0.78","13.107.5.93","TCP","54","38074  >  443 [FIN, ACK] Seq=1210 Ack=7687 Win=64128 Len=0"
"327","709.963683","13.107.5.93","192.168.0.78","TCP","66","[TCP Dup ACK 305#1] 443  >  38072 [ACK] Seq=7415 Ack=1181 Win=524288 Len=0 SLE=677 SRE=1181"
"328","709.996560","13.107.5.93","192.168.0.78","TCP","1514","443  >  38076 [ACK] Seq=146 Ack=1072 Win=261632 Len=1460 [TCP segment of a reassembled PDU]"
"329","709.996646","192.168.0.78","13.107.5.93","TCP","54","38076  >  443 [ACK] Seq=1072 Ack=1606 Win=64128 Len=0"
"330","710.067808","13.107.5.93","192.168.0.78","TLSv1.2","111","Application Data"
"331","710.067891","192.168.0.78","13.107.5.93","TCP","54","38076  >  443 [ACK] Seq=1072 Ack=1663 Win=64128 Len=0"
"332","710.087061","192.168.0.78","13.107.5.93","TCP","54","[TCP Retransmission] 38072  >  443 [FIN, ACK] Seq=1212 Ack=7415 Win=64128 Len=0"
"333","710.100535","13.107.5.93","192.168.0.78","TLSv1.2","88","Application Data"
"334","710.101617","192.168.0.78","13.107.5.93","TLSv1.2","85","Encrypted Alert"
"335","710.102188","192.168.0.78","13.107.5.93","TCP","54","38076  >  443 [FIN, ACK] Seq=1103 Ack=1698 Win=64128 Len=0"
"336","710.237514","13.107.5.93","192.168.0.78","TCP","60","443  >  38072 [ACK] Seq=7415 Ack=1212 Win=524288 Len=0"
"337","710.374090","13.107.5.93","192.168.0.78","TCP","60","443  >  38072 [ACK] Seq=7415 Ack=1213 Win=524288 Len=0"
"338","710.458294","13.107.5.93","192.168.0.78","TCP","60","443  >  38074 [ACK] Seq=7687 Ack=1210 Win=524288 Len=0"
"339","710.481791","13.107.5.93","192.168.0.78","TCP","60","443  >  38074 [ACK] Seq=7687 Ack=1211 Win=524288 Len=0"
"340","710.560675","13.107.5.93","192.168.0.78","TCP","60","[TCP ZeroWindow] 443  >  38072 [ACK] Seq=7415 Ack=1213 Win=0 Len=0"
"341","710.560777","192.168.0.78","13.107.5.93","TCP","54","38072  >  443 [RST] Seq=1213 Win=0 Len=0"
"342","710.640955","13.107.5.93","192.168.0.78","TCP","60","443  >  38076 [ACK] Seq=1698 Ack=1103 Win=261632 Len=0"
"343","710.661075","13.107.5.93","192.168.0.78","TCP","60","443  >  38076 [ACK] Seq=1698 Ack=1104 Win=261632 Len=0"
"344","711.604273","192.168.0.125","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"345","736.764217","192.168.0.1","239.255.255.250","SSDP","483","NOTIFY * HTTP/1.1 "
"346","736.768665","192.168.0.1","239.255.255.250","SSDP","492","NOTIFY * HTTP/1.1 "
"347","736.897505","192.168.0.1","239.255.255.250","SSDP","547","NOTIFY * HTTP/1.1 "
"348","736.901885","192.168.0.1","239.255.255.250","SSDP","492","NOTIFY * HTTP/1.1 "
"349","737.008723","192.168.0.1","239.255.255.250","SSDP","531","NOTIFY * HTTP/1.1 "
